id	ivan_annotations	shio_annotations	adjudicated	text
2687			lifestyle	长腿姑娘啊！[挖鼻屎]    #Weico拼图#
2689			lifestyle	每个人身边几乎都有这也一个朋友，他的外号叫“四眼” 什么都难不倒我！每一个任务都是我成长的点滴。想到谁你就@ 谁吧http://t.cn/SXoqoO
2727			lifestyle	求着别人攻~上来你内心是多么受啊，土蜘蛛
2745			sports	五星体育，强啊。[威武]
2755	lifestyle	advertisement	advertisement	我刚刚更换了@Weico微博客户端 的#JiJiGaGa#主题！推荐你们也试试看，这里下载: http://t.cn/hbpx5b
2757	food & drink	lifestyle	food & drink	我在宜芝多(莘庄龙之梦店)。刚吃完宵夜'''再买个布丁继续夜宵'''''  http://t.cn/SXoeiR
2764	entertainment	entertainment	entertainment	继续看《新亮剑》，很不错！
2766	feelings	feelings	feelings	如果你只会锦上添花，谢谢你，但如果你是雪中送炭，我永生铭记。顺境对你好的人，哈哈...更要记得逆境对你好的人，那才是会一直和你相伴的人...那2个谁谁谁...说你哪...爱你们！
2773	feelings	lifestyle	lifestyle	明天要上班了，今天早点睡了，飞机坐了头浑道道，亲爱的们，明天公司见。
2792	entertainment	lifestyle	lifestyle	@Miss_噹噹  阿姐，你的招牌剪刀手
2798	society	society	society	老黄说，徐汇数学平均分差不多在108分左右。然后让我看评分标准&答案，然后我告诉她，偶差不多120分左右……数学砸了砸了砸了嘛~
2799	lifestyle	feelings	feelings	最恨为了出去吃个饭，化个妆，饭后又回来卸。化妆的女人伤不起哦！@-琪小宝- @jenet33 @首席妖精
2838	feelings	entertainment	feelings	[哈哈]不是哈特果然不行
2846	feelings	feelings	feelings	soooooooo 。。。。。。哈哈 [昂][昂][害羞][心][陰險]
2861	food & drink	lifestyle	food & drink	唉。现在咋感觉吃点夜市那些没搞点啤酒什么的就没怎么气氛有感觉捏？。。。［思考］
2867	entertainment	entertainment	entertainment	今天去看了电影《那一年，我们一起追过的女孩》，青春的美好回忆啊！你们去看了吗？学生时代真的很开心，可惜青春一去不复返… @G小猫 @剪刀手妞妈ggyy @黄特慢 @浦东一只猫 @Pt_Hughes @杨小妍求全家平安幸福 @178死瘦子 以及没有微博的其他童鞋，我很想你们哦
2886	lifestyle	advertisement	advertisement	在“拼购代购团购”部落发表了新帖【转糖记KS钱包 紫色】:从DP亲73收来的。。。原价 运费 快递费  - -然后悲剧的发现我用太大了。。。因为我手比较小。。。感觉拿着像手包  看看还有没有亲要啊。。。  不要的话考虑自用 http://t.cn/SXK7Jn
2895	feelings	feelings	feelings	全身酸痛'要生病了[泪][泪][泪]赶紧的睡觉！！[泪][泪]
2911	feelings	feelings	feelings	疼痛是记忆的方式，血液是虔诚的救赎
2917	science & technology	feelings	feelings	忘了开心网密码，麻药后遗症袭来[泪][泪]
2921	lifestyle	lifestyle	lifestyle	外滩夜景脱窗
2942	feelings	feelings	feelings	这都是为了什么啊？！？！日子这么过！——————自己没事干，找抽！！
2989	lifestyle	society	society	#家庭# ：【喜糖】:最近一位学姐结婚，回学校送给每个学妹几包口香糖做喜糖，室友觉得很奇怪：“哪有人用口看糖做喜糖的？”“有什么不可以，口香糖和结婚不是颇有类似之处吗？初时甜甜蜜蜜，久了就味同嚼蜡了！”
2991	lifestyle	feelings	feelings	什么都不能吃的银伤不起啊[泪][抓狂]
3022	gaming	gaming	gaming	@without-Gloria,@你就是個悲喜剧,@a罗宋汤,@早川小姐,@cAthy_XWz 一起来游戏吧！幻想着有一天自己能开间咖啡厅, 而如今我的愿望就等你帮我实现了！大家一起来开咖啡店http://t.cn/SXKZcS
3028	lifestyle	none	none	阳朔
3038	science & technology	lifestyle	lifestyle	雨天易致汽车生锈 四奇招有效解决问题 | 近段时间大部分地区出现了冬季雨水，不仅是雨水，干燥季节的风沙同样也会对车辆造成一些损害，比如让车辆表面产生一些小划痕，而这些小划痕如果处理不当就可能会发 http://t.cn/SXKZ5e
3039	feelings	feelings	feelings	[抓狂]
3049	feelings	feelings	feelings	直到电视里响起了“他大舅他二舅都是他舅，高桌子低板凳都是木头”的老腔调子，各种吹拉弹唱、各种手舞足蹈，又给我无限力量去继续擦拭窗框、门楣上的积灰，并且继续收拾抽屉及柜子——不会生活的人都是傻子，不开心的人都是傻子。老腔美，陕北美。
3051	lifestyle	feelings	lifestyle	。。。这周末没有出去，在家淘宝！哎，貌似都没了些可有可无的东西~又是一次不理智消费啊。。[咆哮][喵呜][白眼]
3058	lifestyle	feelings	lifestyle	到家了，又吃的弹进弹出了[汗]
3062	science & technology	gaming	gaming	我刚刚绑定了手机，获得了【如来神掌】勋章，微博已经尽在我掌中！也想练成此神功？快来绑定吧！http://t.cn/SXKZqz
3064	science & technology	society	science & technology	心脏病突发……在独自开车回家的路上……怎么办？你有10秒钟时间可以自救！《自我心肺复苏急救法》。人命关天，请关注，请转发.jpg
3066	none	none	none	I screw up
3077	gaming	gaming	gaming	这天气就像个色狼一样！冻手冻脚的！ 冻手冻脚的！！ 升级？小意思！轻松升级恋爱加速。冻手冻脚的！！http://t.cn/SXKZb4
3079	none	none	none	3399673471656526
3091	entertainment	feelings	feelings	@快乐的巍巍 希望你今后顺利 手机号码给我，前几天我开心上短消息过你。
3105	none	none	none	943391
3116	society	society	society	#iPhone 4S下周开售#要命。。。开了又要烦人了，国人就爱买贵的，炒货的投机倒把又要来了[囧]
3126	lifestyle	none	none	@luobo1988 我在给你准备
3133	feelings	feelings	feelings	怎麼會出現這種情況
3139	advertisement	advertisement	advertisement	分享了亏本处理胖MM冬款加绒加厚加肥加大大码靴裤紧身小脚裤瑕疵款￥29.00 http://t.cn/SXKZwf
3146	food & drink	finance	food & drink	巴贝拉涨得好猛啊[晕][泪][抓狂][委屈]
3150	food & drink	food & drink	food & drink	吃货表示两箱都不够啊[抓狂]
3160	entertainment	entertainment	entertainment	加入专辑《默认专辑》：姚妈看看 花边袜咯再说是小孩穿的@BAZAA...>>>http://t.cn/SXKA2b
3163	none	feelings	none	射手女！
3171	entertainment	advertisement	entertainment	每个微群都是一颗小小星球。我和你，从此在一起。夜空不再寂寞，宇宙共此良辰。我关注了@微群小助手 ，加入了超过5个微群，便获得【群星闪耀】勋章。你还没加入微群么？快来拿勋章吧！http://t.cn/SXKAzG
3182	feelings	feelings	feelings	等到有一天我老了......
3188	lifestyle	lifestyle	lifestyle	我在虹口区民政局。 http://t.cn/SXKAPE
3190	feelings	feelings	feelings	泪流满面……转：虽然我十分不想学习，但是，儿子，为了你以后泡妞儿的玫瑰花和电影票，爹学！！！
3205	feelings	feelings	feelings	我不能在这么悲催下去了，不能在那么宅了，啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊..............................
3209	food & drink	food & drink	food & drink	炸胡掉了，我的鸡翅
3213	food & drink	lifestyle	food & drink	照目前波叔帮工的份额来看，等有天我的蛋糕店开业了波叔是绝对可以胜任二厨滴[偷笑][偷笑][偷笑]
3226	gaming	entertainment	gaming	@Cheerlyn,@你涛哥_JohnnyQuid,@貓茸茸滴贇,@Akibob,@我不大我 一起来游戏吧！幻想着有一天自己能开间咖啡厅, 而如今我的愿望就等你帮我实现了！大家一起来开咖啡店http://t.cn/SXX6eb
3229	sports	sports	sports	传鲁尼和老爵爷有矛盾，还是故意雪藏了2轮把他憋坏了？ 期待鲁尼带帽
3231	feelings	feelings	feelings	呦西，原来，我可能不会爱上你的潜台词是其实我爱你！要不要这么咬文嚼字[挖鼻屎]
3234	lifestyle	finance	lifestyle	有救了   再来几手建工   儿子奶粉钱有了\\
3236	lifestyle	lifestyle	lifestyle	晚上去医院看了小外甥女,小姑娘的手好软好嫩哦
3237	sports	sports	sports	CBA看好看英超[鼓掌][鼓掌][鼓掌][哈哈][哈哈][哈哈]
3243	sports	sports	sports	希望ccav场场直播我苏比赛 orz [泪]
3247	science & technology	society	society	维基百科是不是快要被封了。。。
3251	sports	sports	sports	@五星体育 转播绝对可以出去比赛的...CBA&足总杯，旋转切换模式...
3257	gaming	gaming	gaming	这天气就像个色狼一样！冻手冻脚的！ 冻手冻脚的！！ 升级？小意思！轻松升级恋爱加速。冻手冻脚的！！http://t.cn/SfLRj3
3258	feelings	feelings	feelings	不论在任何条件下，自己不能看不起自己，哪怕全世界都不相信你，看不起你，你一定要相信你自己，因为我相信一句话，如果你喜欢上了你自己，那么就会有更多的人喜欢你，如果你想自己是什么样的人，只要你想，努力去实现，就会的！
3267	lifestyle	lifestyle	lifestyle	随便买了点…化妆品我也玩混搭…[猪头]
3298	society	advertisement	entertainment	来看波波、小伊、舒骏抓耳挠腮，纠结究竟有谁能进人民大会堂，到底谁能坚持下去，来看看吧：http://t.cn/SXoEPm
3299	lifestyle	lifestyle	lifestyle	@车尼的埃克斯卡利伯 @外焦里嫩Mff @Reiii @stoneman归来 请教一下。。你们身为三十岁的男人，平常是怎么洗羊毛衫的？
3314	none	none	none	小青蛙来了
3322	society	society	society	杨恒均：美国“春运”为何无人抱怨？ 说的真好，分享一下 http://t.cn/S6H7VG
3323	sports	society	sports	草泥马！！！8号线坏特了 曼联Vs曼成看不到了[泪]
3329	science & technology	advertisement	advertisement	我刚更新了2012版新浪微博客户端，推荐你也一起来体验http://t.cn/SVYw05。2012版微博客户端更快捷分享位置，还能寻找周围的微博好友哦，赶紧和我一起带上微博过新年吧！
3332	feelings	entertainment	entertainment	欧阳盆栽的最后一个梗实在太好笑了
3337	food & drink	food & drink	food & drink	晚饭吃了一堆垃圾食品，要是被我姐知道了肯定又要唠叨我了额，前天打电话问我晚饭吃的什么，我说去外边吃的麻辣烫，电话那头就开始叨叨吃麻辣烫怎么怎么不健康了。。。呵呵，每次给我姐打电话她总是会叮嘱我要吃什么，什么不能吃。。。有个姐真好。。。
3346	lifestyle	lifestyle	lifestyle	我在宜家家居IKEA(徐汇商场)。办公桌上太空，去买点东西点缀一下！  http://t.cn/SXKw0x
3361	none	none	none	3399682321712502
3384	none	sports	none	屠杀他们！！！
3387	feelings	feelings	feelings	严重的强迫症和洁癖[泪]累
3403	feelings	feelings	feelings	今天同学聚会，见到好多久违的朋友。大家都在行业里混，苦乐自知。来自信托的踌躇满志；来自基金的大说估值，周期，动能；来自监管的号称带来了新股不会停的\好消息\"；来自私募的无言的微笑；来自投行的是身揣\"保荐人\"资格的底气；来自研究的是新财富的压力。。。总之，揾食艰难，放下也是一种选择"
3409	lifestyle	feelings	feelings	今年不露背就不红了闹[委屈]
3413	entertainment	advertisement	entertainment	看过《帝企鹅日记》 ★★★★ http://t.cn/hCzD5Z
3415	lifestyle	lifestyle	lifestyle	“到此一游”照最佳背景
3457	science & technology	advertisement	advertisement	此时此刻，我泪流满面，微博给我颁发了【三好学生】勋章，我终于成为一名有身份的人！快去完善你的教育信息领取三好学生勋章吧！  http://t.cn/SXKsHt
3461	none	none	none	祝福
3477	science & technology	advertisement	lifestyle	【让孩子爱上读书】扩展想象力是阅读的一大好处。阅读乐趣其实就是随着阅读的不断深入和想象力的不断扩展而带来的。因为书上所写的只不过是些文字而已。有些孩子因为常听父母给他们读故事，甚至还会说，这次要由自己来给父母读故事。阅读不光可以提高想象力还可以锻炼大脑。
3484	none	feelings	none	@没种的小女人 [嘻嘻]
3487	gaming	gaming	gaming	你敢挑战吗？//@朵猫猫和果果狸 的咖啡恋人的咖啡店等级排行为10，超过@焦糖玛奇_朵 排名升至第2。http://t.cn/S6QiNI
3505	entertainment	entertainment	entertainment	《Mary and Max》乍看之下清淡，而静心回味后，感触点一个个浮现，升华，驱散阴笼的困惑，照亮温暖心灵。
3542	lifestyle	lifestyle	lifestyle	换了自然的假睫毛就清纯了哈哈哈。有木有@Zbw9213
3549	feelings	feelings	feelings	这个就是yp的素质，[哼]
3564	sports	sports	sports	今晚曼联嗲
3568	none	none	none	@转运堂的蓝校长
3578	none	none	none	3399682518890079
3595	entertainment	lifestyle	food & drink	鱼块的搅基夜-_,-@松糕君 
3596	gaming	gaming	gaming	我又完成了一件市民们的心愿，真心希望他们能在我的城市里幸福生活。 jackie布丁豆又完成了一个市民的心愿。jackie布丁豆正在为市民的幸福生活忙碌奔波着。开始游戏http://t.cn/Swl03Y
3624	lifestyle	lifestyle	lifestyle	我在长临路。 http://t.cn/SX9PAb
3632	lifestyle	feelings	feelings	开心不稳定，重装了2遍还是无法发送！[哼][哼]
3640	lifestyle	feelings	lifestyle	生病的小孩作死了，眼皮都哭破了。。。
3644	lifestyle	feelings	lifestyle	娃们出门找乐子，偶遇一群募捐者，回家仔细一看，竟有红十字！顿时。。。
3645	feelings	feelings	feelings	我像大肚皮伐 阿拉寶貝就歡喜鑽進去
3646	feelings	feelings	feelings	生活就是一个七日接着又一个七日！ http://t.cn/SX9PwZ
3651	feelings	feelings	feelings	亲爱的。。。。。
3652	feelings	feelings	feelings	复仇啦~~@凯文老师SH
3681	gaming	gaming	gaming	不管你信不信，反正我信了！//@知向谁边的距离 在开心麻將 获得了成就五门齐，获取速度超过了微博99%的玩家，你想和TA比试一下吗？http://t.cn/SxN7ZV
3690	lifestyle	lifestyle	lifestyle	Zara打折，我一手挎着儿子脱下的外套，一手淘！纠结一件毛衣该买哪个号，决定后抢着排队付钱，付好出门，警报响了，我再回来再出门，警报又响！我着急了，等着营业员来澄清！从袋中拿出衣服证明自己，没想手臂弯里儿子大衣掉下来，竟缠着犹豫后放弃的大号毛衣！天哪这些天晕乎乎的找不到北，还出来干啥
3693	lifestyle	lifestyle	lifestyle	公司年会
3695	lifestyle	lifestyle	lifestyle	亲耳听到以下对话：男顾客：你们这个饮料是热卖哒？服务员：对呀，是热卖的！男顾客：热卖的为什么不是热的！听滴俺差点厥倒！[囧]
3697	none	none	none	popera-http://t.cn/S6Hwfy
3715	feelings	none	feelings	你还能再性感点么，my israeli boy!!!wish I could be there with u!!
3728	feelings	feelings	feelings	老大霸气外露
3732	feelings	feelings	feelings	现在的快递真是太慢了，送了一个下午都没送来。。。阿乌阿乌，到底是我rp差呢，还是木有缘分呢。。。人生啊。。。
3747	entertainment	none	none	（送给DT的友友们） ---- Angle.然   http://t.cn/SJFJRa
3754	food & drink	food & drink	food & drink	仔细看是刻有本姑娘牙印滴镜花糕
3755	none	none	none	3399683554859086
3775	feelings	lifestyle	feelings	n种祛痘产品已经无法阻挡我脸上的痘痘了[泪][泪]怎么办[抓狂][抓狂]
3782	feelings	feelings	feelings	技巧达人实在让我难以取舍。。。真的都是硬功夫，让谁走都不舍得的。。。
3816	advertisement	advertisement	advertisement	分享了欧迪尔汽车坐垫冬季/保暖座垫冬季座垫/毛绒坐垫车垫加热坐垫毛垫￥168.00 http://t.cn/SX92vI
3825	gaming	gaming	gaming	不管你信不信，反正我信了！//@旅游小王子 在达人麻将 获得了成就我爱投资，获取速度超过了微博97%的玩家，你想和TA比试一下吗？http://t.cn/SXJfuQ
3835	entertainment	gaming	gaming	今天过的好快，居然麻将怎么快@一只幻想冄己是兎吇的老鼠
3844	none	none	none	3399683521450324
3848	feelings	feelings	feelings	苍蝇到哪都是苍蝇，坏了好好的一锅汤[打哈气]
3852	feelings	feelings	feelings	么天理，为撒小女孩能直接进去？！！！！！
3865	feelings	feelings	feelings	快过年了，可惜钱包里没多少钱了啊！郁闷啊！
3867	gaming	gaming	gaming	今天我玩狗仔团获得了1个警犬外套。 大家去玩玩吧。每天登录都会获得奖励。狗仔团http://t.cn/amCbrF
3876	entertainment	gaming	entertainment	@淮海小囡囡 亚麻三缺一,就拿斗真顶上了~
3898	entertainment	entertainment	entertainment	现在去看@刘恺威 的微博，才发现，他原来一直暗示着“她”，发现他是真的好爱她，不管怎样，还是祝福他们。也祝福所有人~1.8
3909	feelings	feelings	feelings	小脸的人也不能用智能手机啊
3913	lifestyle	feelings	lifestyle	刚刚上完上岗证培训班回来，今天的那个CPA无论长相还是谈吐都有点像于正[囧]
3916	sports	sports	sports	哦也，ccav5转米兰
3917	lifestyle	lifestyle	lifestyle	历经千辛万苦点到一张票，很想骂铁路局不是人，只给你高铁提交@请输入用户名 [弱]
3929	sports	sports	sports	想熬到四点看巴塞罗那的比赛。好久没看西甲比赛了。可是从曼城结束到巴塞开始那段时间我干什么。。。
3943	sports	sports	sports	MC 和 MU ，简直就是假球
3959	feelings	feelings	feelings	[挤眼]我的心开始想你了
3971	science & technology	advertisement	advertisement	我刚升级了街旁最新的圣诞版Android客户端！用街旁分享与记录真实生活，推荐你和我一起来体验。 http://t.cn/SX9LEv
4012	gaming	gaming	gaming	来之不易啊，有木有，有木有！//@宝妮AngelaBaby 在咖啡恋人 获得了成就知心好友，获取速度超过了微博98%的玩家，你想和TA比试一下吗？http://t.cn/SX9LjK
4014	sports	sports	sports	1比0巴萨罗那 斯科尔斯
4048	sports	sports	sports	进球视频-鲁尼头球暴击砸开曼城 兴奋亲吻曼联队徽 http://t.cn/SXKoRo 一起猜 英超 http://t.cn/S6xx2q
4059	lifestyle	lifestyle	lifestyle	哈哈哈，买回来的胎心仪还是有点用的，听到了小盆友火车呼啸般的心跳声@tztzt
4064	lifestyle	feelings	lifestyle	好像马上就可以挂星了呢
4070	lifestyle	lifestyle	lifestyle	差点把我的小红包给忘了 cola郁小婉
4082	feelings	feelings	feelings	恋爱很痛苦，喜欢一个人的感觉…但是一个人的时候却渴望爱情、 原来爱情就像大姨妈，不来的时候思念、 担心、来的时候却不想让它光临、反感、
4086	lifestyle	entertainment	lifestyle	哎呀，差点忘记了，这里要补上前些天两个小麻吉的杰作～虽然有点重口味。。。自备呕吐袋嚎～～～@韩璐_ALuda @向洋-Shayne
4092	gaming	gaming	gaming	机遇是一种可遇而不可求的东西，当机遇降临到您头上时，您就是故事的主角。--《Q将三国》心得录 我得到了兵器黄金权杖！买菜刀都要实名制，有把趁手的兵器不易啊！去Q将三国看看：http://t.cn/S4l0Gv
4093	feelings	feelings	feelings	看到以前讨厌人的微博，看到她爱情屡次受挫，居然有些小心疼，我到底是不是天蝎座啊！[思考]
4099	entertainment	feelings	feelings	『我就是幼稚，才會追妳這麼久。』 那些年，我们一起追的女孩。稀饭沈佳宜的帽纸，我外婆也有一顶，黑色。
4104	none	none	none	3.39968E+15
4105	none	none	none	3399683764769643
4106	lifestyle	lifestyle	lifestyle	想读《花火》 http://t.cn/SX9LKx
4116	advertisement	advertisement	advertisement	“【微博感恩 转发送土豆抱枕！】”，这个活动推荐给大家。 地址：http://t.cn/S6OTL4
4118	feelings	lifestyle	lifestyle	如果有机会，30岁之前想体验一回蹦极。
4121	feelings	feelings	feelings	[吃惊]千山鸟飞绝，都在写总结；举头望明月，低头写总结；生当做人杰，死亦写总结；远上寒山石径斜，白云深处写总结；垂死病中惊坐起，今天还要写总结。人生自古谁无死，来生继续写总结；但使龙城飞将在，看谁敢不写总结；众里寻他千百度，蓦然回首，那人正在写总结。[吃惊]
4140	advertisement	advertisement	advertisement	《巴拉巴拉巴》成功人士李嘉诚的一分钟自我介绍！想成功吗？先来取取经！ http://t.cn/SX9L6f
4145	feelings	entertainment	entertainment	金陵十三钗把我看得眼泪水都哭光了！国耻家狠！小日本！f.  ck你祖宗！莫怪我judy那么粗鲁！
4153	lifestyle	lifestyle	lifestyle	哥改行了....今天去试镜了,换了一套行头[哈哈]....圆了小时候的小小梦想[奥特曼][耶]
4173	food & drink	food & drink	food & drink	大爱新天地的抹茶
4174	none	none	none	3399687304389496
4176	advertisement	gaming	gaming	我得到了街旁网徽章【台北小散步】 http://t.cn/SX9C7Z
4182	advertisement	feelings	advertisement	十年窗下无人问，一举成名天下知。有了微博无需宅，一呼百应朋友遍天下，今后必当好好织微博，并获得微博特发【一举成名】勋章。http://t.cn/SX9CPT
4216	advertisement	advertisement	advertisement	“新年到送好礼，鸥丽街＂拍立得＂继续送！hold住她！！”，这个活动推荐给大家。 地址：http://t.cn/SXtCYt
4229	feelings	entertainment	entertainment	我想听这张专辑《AURORA》 -ORIGA http://t.cn/au9epp
4234	entertainment	feelings	feelings	@i-Jessie曦 ，救救@有肉妈妈 ，她快疯了，我安抚不了了
4239	none	none	none	分享图片
4240	feelings	feelings	feelings	周日晚上跳完@Harry_Sir 哈老师的课，我就开始情绪低落……那说明双休日真的过完了，又要回到办公室不透气的环境，和电脑对视。唉，我好想逃离陆家嘴这个金属牢笼！
4249	feelings	feelings	feelings	我妈妈...同样也爸爸，因为这消息多半是他盯着妈妈发的，自己不好意思问[偷笑]
4253	feelings	feelings	feelings	印度阿三，坑爹的说~
4261	feelings	feelings	feelings	最近泪点好低，看达人秀也哭了〜能实现梦想的感觉真好，做人要
4262	feelings	entertainment	feelings	哇，65和55居然跳的那么有活力
4265	food & drink	food & drink	food & drink	一根巨大的香蕉
4271	feelings	feelings	feelings	喜欢上一个人要怎么办[抓狂][抓狂]
4276	feelings	feelings	feelings	[泪][泪] 为什么我今天要回来呢 [伤心] 我应该呆在SR不会来的啊、、伤心了丫
4284	none	none	none	3399687271127195
4286	advertisement	lifestyle	lifestyle	想读《寻路中国》 http://t.cn/hbFHZl
4297	none	none	none	3399687266931429
4310	feelings	lifestyle	lifestyle	春蚕到死丝方尽, describe the city you live in...T^T
4325	none	none	none	3399687258541853
4338	feelings	feelings	feelings	从此是你的路人，于你，我也是路人
4346	entertainment	entertainment	entertainment	#虾米音乐#♫ 分享澤野弘之的歌曲《OMAKE-SUITE The END ～Piano Medley for Listener～》  http://t.cn/aKkMBh
4355	lifestyle	feelings	feelings	孩纸~他俩得打起来。[汗]
4356	feelings	feelings	feelings	我容易麼。。。早回家媽媽問我怎麼那麼早。晚回家媽媽要報警。[晕] 孩子真難做
4368	advertisement	advertisement	advertisement	我刚申请成为#微博达人#，获得初级达人勋章。微博达人，草根中的大明星，一起加入微博达人俱乐部吧，找到志趣相投的好友！求红星闪闪粉丝多，求红星灿灿关注多！http://t.cn/SX90ER
4407	entertainment	entertainment	entertainment	<那些年>绝对是电影和书都应该去看一下的，电影很搞笑，最后想表达的，大概真的是那个追着沈佳宜的青春吧，可是书本的字里行间，你是真的可以体会到＇被你喜欢过之后，就觉得别人没有那么喜欢我＇这句话是的感觉了。
4416	feelings	feelings	feelings	去图书馆路上 看到一个随地小便的男的在角落里方便，我很不识相的看了他很久，他后来发现后很无奈很阳光的对我笑了。 男人真好，随地可以小便。
4428	entertainment	entertainment	entertainment	妞的逆生长跟Whitney一比就……Whit看起来像Zooey的妈但事实上Whitney年龄比Zooey要小两岁。可素！Whit脸上那都是智慧的痕迹！Zo只是一枚装嫩的二货[抓狂]#Whitney Cumming##Zooey Deschanel#
4436	gaming	gaming	gaming	一分耕耘，一分收获！//@Claudine_ren 在咖啡恋人 获得了成就初级扩建，获取速度超过了微博98%的玩家，你想和TA比试一下吗？http://t.cn/S60JMF
4468	feelings	feelings	feelings	就像一只猫和一个凤梨相配！感觉奇怪！
4476	feelings	entertainment	entertainment	[泪][泪][泪]依林你永远是我的初心是我永远的榜样也是我困难时候想想你就能坚持下去的理由。。。你坚持做自己不顾别人的眼光我爱你依林 http://t.cn/5AWbI
4495	none	none	none	3399687828800476
4501	gaming	gaming	gaming	分享这一刻，来说点什么吧 #小小乐园#亲，看我纯洁的眼神。是不是像一个充满爱心的人。去ta的乐园瞧瞧http://t.cn/SX90KD
4507	lifestyle	lifestyle	lifestyle	买花裤衩去。我不告诉你我要搜刘忻同款。开玩笑啦。。。[哈哈]
4508	advertisement	advertisement	advertisement	韩国新款清新纯色 复古蕾丝花装饰 [不] 内加薄绒秋冬九分打底裤81260,[足球] 地址：http://t.cn/SX90SF
4516	lifestyle	feelings	lifestyle	过得最暖的一个冬天,不过伴随着很难晾干的衣服和潮湿的被窝,这是好还是不好呢
4519	gaming	gaming	gaming	太给力了，是不是？//@苏小懒-11 的咖啡恋人的咖啡店等级排行为9，超过@琪_柒柒 排名升至第7。http://t.cn/Sq8P8t
4529	entertainment	lifestyle	entertainment	为毛我进不了你的微群@客居梦乡
4541	gaming	gaming	gaming	小丑、小熊、魔术师，我的乐园里表演样样精彩，想看就快来吧！ 史上最搞，我在#小小乐园#的表演初登场啦！还不赶紧来为我加油！去ta的乐园瞧瞧http://t.cn/SX90tq
4558	feelings	society	society	民进党的场子总是很多小吃，喊累了，充满意义感的坐下吃东西，顺便分析选战局势头头是道
4574	advertisement	advertisement	advertisement	转让9成新MAXI COSI PEBBLE提篮安全座椅 你我他摇篮 二手市场 篱笆论坛  http://t.cn/SX90VB
4590	lifestyle	entertainment	entertainment	kamiji还扎了小辫子....>v<
4596	none	none	none	3399687883339013
4598	gaming	lifestyle	lifestyle	我在和平影都。菲翔猪三人组学习默莉军三人组模式～  http://t.cn/SX90B3
4603	lifestyle	lifestyle	lifestyle	和闺密们制定了彩虹计划，哇哈哈，省钱从这个月开始我在这里: #嘉定区# http://t.cn/SX90B6
4637	feelings	feelings	feelings	我成功的为自己关起了一扇门。我要重生了baby们~~@Jac很萌对不对 @穆苡宸 @Aileen想让时间过得快一点 @索南加措_Jason @JamieDou發完神經回來了 @卖萌储二宝 还有各种知道这件事情的人！~
4648	sports	sports	sports	曼联绝对不会放过那么好的机会血洗曼城，加油加油
4673	entertainment	lifestyle	lifestyle	@可爱妹洋小胖 10号一起来吃饭呀~
4678	none	feelings	none	等了多少年
4698	lifestyle	food & drink	food & drink	被我偷偷干掉几粒的喜糖
4709	feelings	lifestyle	lifestyle	每次。。挖鼻屎挖耳屎木有收货。。都好失落。。有木有。。。
4712	lifestyle	lifestyle	lifestyle	发表了博文 《2011年度总结》 - 我左手边的吴小结在冥思苦想他的年度工作总结，于是我也来一个2011生活年度总结。 除了必不可少的每天上班，还做了不少事情，总体来说，充实而幸福。 装修，认识了好男 http://t.cn/SX90O1
4732	none	none	none	3399687837190846
4745	feelings	feelings	feelings	2012可能唯一摆脱不了得..仍是别人看不到的自卑...
4749	entertainment	entertainment	entertainment	今天看了小BABY，又看了龙门飞甲，虽然有点小波折，但还会很欢乐，哈哈~~ http://t.cn/SX9l8m
4768	entertainment	entertainment	entertainment	看达人秀看到我哭了，那些对梦想的执着，似乎都从那些节目中透露出来。
4776	feelings	feelings	feelings	懂得选择，学会放弃，耐得住寂寞，经得起诱惑...
4778	none	lifestyle	none	人呢@lay4
4787	feelings	feelings	feelings	我执不破
4789	feelings	feelings	feelings	我怀念的夏天
4812	lifestyle	none	lifestyle	分享图片 试试过年的新衣服~
4818	lifestyle	feelings	lifestyle	原来离过春节还有15天[雪]我在这里:#浦东新区# http://t.cn/SX9lNj
4819	food & drink	sports	sports	生姜头上场[鼓掌]
4848	none	none	none	5
4867	entertainment	entertainment	entertainment	唉…今天身心俱疲啊…话说，十三钗真心有点压抑啊…未到中场就逼走了对小情侣啊[挖鼻屎]
4873	none	advertisement	none	请先默念“芝麻开门”五百遍！看看会发生什么？ http://t.cn/SX9lXI
4895	none	none	none	3399688260915826
4900	entertainment	lifestyle	lifestyle	@vaiola 今儿微博上发现一老朋友，你还记得她不？这个名字：彩虹薇薇sitetalk 悄悄的看了一下，就不@ 她了
4903	lifestyle	feelings	lifestyle	休息了！睡觉了！今天早点睡！
4933	gaming	gaming	gaming	不管你信不信，反正我信了！//@噗哈哈的Rachel 在牧场达人 获得了成就建筑新手，获取速度超过了微博99%的玩家，你想和TA比试一下吗？http://t.cn/SX9GPK
4941	entertainment	entertainment	entertainment	12年第一次荐歌，送一首很调皮的：It Girl-Jason Derulo。虽然是滥到不能再滥的流行R&B，但是偶尔被播放器shuffle到还是听到很舒适。推荐理由：1、这首歌开头大卤肉终于不再很莫名的喊一遍自己名字；2、吹不来口哨的loser羡慕人家口哨吹得好。 http://t.cn/aEsXSl
4943	entertainment	entertainment	entertainment	看了金陵十三钗，好压抑
4956	lifestyle	lifestyle	lifestyle	拜一休息, 拜二抽奖
4958	lifestyle	feelings	lifestyle	滑溜溜，曾干净！
4968	entertainment	entertainment	entertainment	@轻裾云歌 平清盛开始喽[心]
